         0    1    2    3    4    5    6    7    8    9   10   11   12   13   14   15
    0   64    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    1   12    4   10   34    2    2    0    0    0    0    0    0    0    0    0    0
    2    0   18   22   20    2    0    0    2    0    0    0    0    0    0    0    0
    3   18   12   26    4    2    0    2    0    0    0    0    0    0    0    0    0
    4    0   16   24   20    0    4    0    0    0    0    0    0    0    0    0    0
    5   14   32    8    6    0    2    2    0    0    0    0    0    0    0    0    0
    6    0   26   14   20    2    0    0    2    0    0    0    0    0    0    0    0
    7   16   12   16   16    0    0    0    4    0    0    0    0    0    0    0    0
    8    2    2    0    0   14   18   16   12    0    0    0    0    0    0    0    0
    9    2    0    2    0   22   16   14    8    0    0    0    0    0    0    0    0
   10    0    0    4    0   18   18   18    6    0    0    0    0    0    0    0    0
   11    2    2    0    0    4   12   26   18    0    0    0    0    0    0    0    0
   12    2    2    0    0   14   18    8   20    0    0    0    0    0    0    0    0
   13    0    2    2    0   18   12   12   18    0    0    0    0    0    0    0    0
   14    0    0    0    4   14    6   18   22    0    0    0    0    0    0    0    0
   15    0    0    0    4   16   20    8   16    0    0    0    0    0    0    0    0
   16    0    0    0    0    0    0    0    0   14    6   24   16    2    2    0    0
   17    0    0    0    0    0    0    0    0   16   32    6    6    0    0    2    2
   18    0    0    0    0    0    0    0    0   12   14   18   16    0    2    2    0
   19    0    0    0    0    0    0    0    0   12   14   18   16    0    2    2    0
   20    0    0    0    0    0    0    0    0   20   20   10   10    0    0    2    2
   21    0    0    0    0    0    0    0    0   14    6   24   16    2    2    0    0
   22    0    0    0    0    0    0    0    0   14   20    8   18    2    0    0    2
   23    0    0    0    0    0    0    0    0   18    8   12   22    2    0    0    2
   24    0    0    0    0    0    0    0    0    0    0    2    2   20   16    2   22
   25    0    0    0    0    0    0    0    0    4    0    0    0   24    8    4   24
   26    0    0    0    0    0    0    0    0    2    2    0    0    6   10   24   20
   27    0    0    0    0    0    0    0    0    0    0    0    4   12   24   12   12
   28    0    0    0    0    0    0    0    0    2    2    0    0   10   22   20    8
   29    0    0    0    0    0    0    0    0    0    2    2    0   14   16   24    6
   30    0    0    0    0    0    0    0    0    0    0    2    2   24   12   14   10
   31    0    0    0    0    0    0    0    0    0    2    2    0   10   12   20   18
   32   10   28   16    6    0    2    2    0    0    0    0    0    0    0    0    0
   33   12   14   22   12    0    2    2    0    0    0    0    0    0    0    0    0
   34   12   12   14   22    2    2    0    0    0    0    0    0    0    0    0    0
   35   20   12   14   14    0    0    2    2    0    0    0    0    0    0    0    0
   36   20   10   14   16    2    0    0    2    0    0    0    0    0    0    0    0
   37   18   16    8   18    2    0    0    2    0    0    0    0    0    0    0    0
   38   18   10   16   16    0    0    2    2    0    0    0    0    0    0    0    0
   39   10   18   16   16    2    2    0    0    0    0    0    0    0    0    0    0
   40    4    0    0    0   14   14   10   22    0    0    0    0    0    0    0    0
   41    0    0    2    2   14   18   12   16    0    0    0    0    0    0    0    0
   42    0    0    0    4   14   18   14   14    0    0    0    0    0    0    0    0
   43    2    2    0    0   12   16   14   18    0    0    0    0    0    0    0    0
   44    0    2    2    0   16   18   10   16    0    0    0    0    0    0    0    0
   45    2    2    0    0   20    8   22   10    0    0    0    0    0    0    0    0
   46    0    2    2    0   16   10   26    8    0    0    0    0    0    0    0    0
   47    0    0    2    2   14   18   12   16    0    0    0    0    0    0    0    0
   48    0    0    0    0    0    0    0    0   14   12   22   12    0    2    0    2
   49    0    0    0    0    0    0    0    0   20   18    6   16    2    0    0    2
   50    0    0    0    0    0    0    0    0   12   20    6   22    0    0    2    2
   51    0    0    0    0    0    0    0    0   20    4   24   16    0    0    0    0
   52    0    0    0    0    0    0    0    0   22   14   18    6    4    0    0    0
   53    0    0    0    0    0    0    0    0    8   22   10   20    2    0    0    2
   54    0    0    0    0    0    0    0    0   12   14   14   20    0    2    2    0
   55    0    0    0    0    0    0    0    0   12   16   20   12    0    0    4    0
   56    0    0    0    0    0    0    0    0    0    0    2    2   12   28   14    6
   57    0    0    0    0    0    0    0    0    0    4    0    0    4   20   24   12
   58    0    0    0    0    0    0    0    0    0    2    0    2   10    8   18   24
   59    0    0    0    0    0    0    0    0    0    0    2    2   18   18    8   16
   60    0    0    0    0    0    0    0    0    4    0    0    0   14   14   10   22
   61    0    0    0    0    0    0    0    0    4    0    0    0   28   12   12    8
   62    0    0    0    0    0    0    0    0    0    2    2    0   24   10   18    8
   63    0    0    0    0    0    0    0    0    0    0    2    2   10   10   16   24
