         0    1    2    3    4    5    6    7    8    9   10   11   12   13   14   15
    0   64    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    1   16    2   10    4    2    2    2    2    0    2    2    4    6    6    2    2
    2    0   10    8    4   14    4    2    2    0    0    6    4    4    0    2    4
    3    2   12    0    4   10    2    8    2    0    4    6    0   10    0    4    0
    4    0    6   16    2    2    2    0    8    4    6    0    2    2    2    4    8
    5   12    2   10    0    0    2    2    8    2    6    0    4    4    4    2    6
    6    0    4    0   18    0    0    6    4    8    4    2    4    4    4    4    2
    7    2    2    2   18    8    4    0    0    2    4    2    4    2    4    6    4
    8    0   14    0    4   14    4    4    4    2    2    0    6    2    2    2    4
    9    0    8    2    8    8    2    6    2    2    6    4    2    0    2    6    6
   10    0    0    4    2    6   26    4    6    2    4    0    4    2    0    2    2
   11    2    4    4    0    0   20    4   10    6    4    2    2    2    2    0    2
   12    0    2    2    6    4    6   16    0    2    4    6    2    6    4    4    0
   13    2   10    0    0    6    2   14    2    6    2    4    4    4    4    4    0
   14    0    4    6    0    8    6    0   16    2    0    6    6    4    4    2    0
   15    4    0    8    2    2   10    0   10    6    4    4    4    4    2    4    0
   16    0    0    4    4    0    2   10    0   14    2   10    2    0    6    2    8
   17    0    0    4    0    4    4    8    4   12    0    6    2    2   10    4    4
   18    0    2    8    2    6    0    4    2    4   10    0    6   10    4    4    2
   19    4    2    6    2    6    4    4    4    0   12    2    4    8    0    2    4
   20    0    4    0    0    6    2    2    6    4    4   14    2    2    6    4    8
   21    2    2    2    2    4    2    2    8    6    0   10    0    2    6    0   16
   22    0    6    4    6    0    2    4    2    2   10    0   12    6    2    8    0
   23    6    2    2    6    2    4    2    0    2    4    0   14    2    6   12    0
   24    0    2    0    6    0    4    2    6    4   10    2    4   12    4    8    0
   25    2   10    2    4    0    6    2    6    2   10    4    2   10    0    2    2
   26    0    4    0    6    0    0    2    4    6    4    6    2    2   16    0   12
   27    6    2    4    6    2    0    2    2   10    2    6    4    2   12    0    4
   28    0    4    2    2    2    4    6    4    2    4    4    6    8    0   12    4
   29    2    2    2    6    8    0    4    4    2    2    2   10    4    0   16    0
   30    0    2   10    2    2    2    2    0    8    0    8    2    0   10    6   10
   31    2    4    6    2    2    0    4    0    6    2   10    4    2    6    0   14
   32   10    0    4    4    2    4    4   12    4    2    2    2    4    6    2    2
   33   12    0    4    0    2   10    2    6    0    2    4    2    6    4    6    4
   34    0   10    4    8    6    2    4    2    4    6    4    4    4    4    2    0
   35    0   14    4    4    8    2    2    2    4    2    4    4    2    4    4    4
   36   10    4   12    2    2    8    2    8    2    2    2    2    4    0    2    2
   37    6    4   12    0    0    6    4   12    2    2    0    2    2    6    2    4
   38    0    8    2   14    6    2    8    4    2    2    0    4    4    0    2    6
   39    0    2    2   14    2    4   10    2    2    2    6    0    4    4    6    4
   40    2    4    2    4    8    0    8    4    2    2    2    2    8    6    4    6
   41    0   10    2    0   14    0    6    4    0    6    2    4    2    4    2    8
   42    6    2    6    4    0   12    2    4    8    4    2    4    2    2    6    0
   43    8    0    8    4    0   12    0    4    4    8    2    6    4    0    2    2
   44    6    4    4    8    6    0   16    0    2    2    0    6    0    4    2    4
   45    4    4    0   12    4    0   16    0    0    2    6    8    2    0    4    2
   46    6    0   10    0    6    8    0   18    0    4    4    0    6    2    0    0
   47    2    6   12    2    2    6    0   10    8    4    4    2    2    2    2    0
   48    4    4    2    0    2   10    0    2   14    2   12    2    0    4    2    4
   49    0    4    2    4    4    6    4    0   14    0   10    2    2    6    0    6
   50    2    4    4    6    2    8    2    0    0   14    4    6    4    2    6    0
   51    4    2    0    2    8    0    2    6    2   14    2    6    4    2   10    0
   52    2    2    2    8    4    2    0    0    8    6   22    2    0    4    2    0
   53    4    4    0    2    2    2    4   10   10    4   16    0    2    0    2    2
   54    4    4    2    2    4    0    4    4    2    6    2   14    4    4    6    2
   55    6    2    0    2    2    6    8    2    2   10    2    8    6    2    6    0
   56    2    8    4    0    4    4    4    2    2    6    0    6   14    0    6    2
   57    2    4    6    2    8    2    0    4    0    4    2    8   14    2    4    2
   58    6    4    2    2    4    0    4    2    6    0    2    2    0   16    8    6
   59    6    2    2    4    0    0    4    2    8    0    2    4    2   18    0   10
   60    4    2    2    2    4    4    2    0    6    6    0    6    6    4   12    4
   61    8    2    2    8    2    6    0    0    2    4    0    6    6    2   12    4
   62    0    4    2    0    4    0    4    2    2    0    6    2    4    6    2   26
   63    2    4    8    4    6    2    2    0    6    0    2    2    4    8    2   12
